12977,mākila,mākila,"Maui name for mānai, needle; to string, as leis.",1
12978,makili,makili,"To crack, appear through a crack, show come to light; to come off, as shingles; cracked, split open.",1
12979,mākili,mākili,"A drop; to drop, as water. Cf. kilihau, kilihune, Hal. 37.25.",1
12980,mākilikili,mākilikili,Redup. of makili.,1
12981,mākilo,mākilo,"To eye wistfully, to look at longingly, to beg thus; beggar.",1
12982,makimaki,makimaki,"Similar to ʻoʻopu hue, puffer.",1
12983,makini,makini,"1. Uneven, as land. (And.)

2. A kind of fish. (And.)",1
12984,mākini,mākini,"1. Group of spears tied together, used as a battering ram in war (from maka kini, many points).

2. Many deaths; death-inflicting, deathly (from make kini, many deaths).

3. Gourd mask, as used by canoemen.",1
12985,mākinikā,mākinikā,"1. Monkey. Fig., ugly person; ugly.

2. Hawaiian whalers' name for Eskimo.",1
12986,makinikela,makinikela,Martingale. Eng.,1
12987,mākinikini,mākinikini,"Hilly; notched, as a ridge.",1
12988,mākiu,mākiu,"See ""hoʻomākiu"":  Same as makākiu, hoʻomakākiu.",1
12989,mākō,mākō,"1. Rough, rocky; large.

2. Similar to mākonā, mean. Rare.",1
12990,makoa,makoa,"1. Fearless, courageous, aggressive. Cf. koa, brave.

2. Similar to mākonā.",1
12991,mākoʻa,mākoʻa,Coral head in the sea.,1
12992,mākoʻakoʻa,mākoʻakoʻa,Plural of mākoʻa.,1
12993,mākoe,mākoe,"To rake, strip, scrape away. Cf. koe 2.",1
12994,mākoʻe,mākoʻe,Var. of mākole 1. (AP),1
12995,mākoeā,mākoeā,"Tedious, wearisome, difficult, as a task; hard to get along with, of a person. Rare.",1
12996,mākohi,mākohi,"1. Same as kōhi 1, to dig.

2. A red variety of taro, used for pink poi, sometimes qualified by the colors ʻeleʻele or ʻulaʻula. Also mōkohi.",1
12997,Mākohi-lani,Mākohilani,Name of a star. See Mākaha 2.,1
12998,mākoi,mākoi,"1. Fishing pole; to fish with a pole (also mōkoi). Cf. mākoi kanaka.

2. Same as mākonā (AP)

3. Also Magoi n. Magi.

4. Magician, enchanter.",1
12999,mākoiele,mākoiele,"To teeter, seesaw; to swing on a single rope. Rare.",1
13000,mākoi kanaka,mākoi kanaka,"A sport of strength; players lie on the ground, with bodies rigid. They are lifted up from the back and hoisted to their feet.",1
13001,mākoikoi,mākoikoi,Redup. of mākoi 1.,1
13002,mākoʻiole,mākoʻiole,"To hold the breath, of divers. Rare.",1
13003,mākoko,mākoko,"1. Fresh-water leech or bloodsucker. Cf. koko, blood.

2. Reddish. Cf. heʻe mākoko, loli mākoko.

3. A variety of taro, used for red poi. (HP 22.) Also nohu.",1
13004,mākole,mākole,"1. Inflamed or sore eye; bloodshot; red-eyed; red-hot; red or yellow, as dying leaves; red, as a tinted cloud.

2. Slightly decomposed pinkish octopus, relished by some; to turn pinkish, as octopus. Also heʻe pulu.

3. Rainbow.

4. A small, smooth, succulent herb (Nertera granadensis var.

5. To scrape.

6. Same as kahikole, a time of day.",1
13005,mākolea,mākolea,"Bold, shameless. Rare.",1
13006,mākolekole,mākolekole,Redup. of mākole 1–3.,1
13007,mākole lau,mākole lau,"Leaf turning yellow or red, or drying.",1
13008,mākole mākōpiʻi,mākole mākōpiʻi,"A native moss (Thuidium hawaiense), the plants branching in one plane, looking like small ferns. Also mākōpiʻi, maka ʻōpiʻi, limu-mākolemaka-ʻōpiʻi, kala maka piʻi.",1
13009,mākoli,mākoli,"Fragment; tiny bit, as of small shavings. Cf. koli, to whittle.",1
13010,makolo,makolo,"Same as kolo, to creep.",1
13011,makoloa,makoloa,"Same as makaloa, a sedge.",1
13012,mākolokolo,mākolokolo,"Same as honohono, the wandering Jew. Lit., creeper.",1
13013,mākolokolopā,mākolokolopā,"Same as kolokolopā, young of goatfish.",1
13014,mākolu,mākolu,"1. Thick, heavy, deep, as clouds; thick-coated, as dust; laden, as a high chief with taboo.

2. Net mesh large enough to admit the entrance of three fingers; a net with such a mesh; three-ply, as sennit. Cf. mākahi, mālua.",1
13015,mākolukolu,mākolukolu,"1. Redup. of mākolu; chubby.

2. Extremely, threefold.",1
13016,mākōmakō,mākōmakō,Redup. of mākō 1. Rare.,1
13017,Makona,Makona,"Mason. Eng. Hui Makona, Masons' Society.",1
13018,Masona,Masona,See Makona,1
13019,mākonā,mākonā,"Hard, mean, hard-hearted, malevolent, unyielding, arbitrary, implacable, nasty; evil disposition. Cf. konā.",1
13020,mākōpiʻi,mākōpiʻi,"Same as mākole mākōpiʻi, a moss.",1
13021,makou,makou,"1. All native and introduced species of buttercups (Ranunculus), coarse herbs with subdivided leaves and small yellow flowers. (Neal 351.) Also ʻawa Kanaloa.

2. A native perennial herb (Peucedanum sandwicense), in the parsley family, with coarse leaves much subdivided and tuberous roots that were used medicinally.

3. A native fern (Botrychium subbifoliatum), with fronds fan-shaped and lobed much like leaves of buttercups.

4. To blush; red, as with sunburn; bloodshot.

5. Kukui lamps, as burned all night while court retainers told stories to the chiefs; courtiers who told such stories; venerable statesmen who had served under three kings, presumably in three generations, perhaps so called because the makou torch consisted of three strings of kukui nuts.",1
13022,mākou,mākou,". We, us (plural, exclusive; ).",1
13023,mākū,mākū,"1. Firm, hard; thick, stiff, as molasses; jellied, solidified; to gel, harden; to settle, as dregs; to thicken, as cream; dregs, sediment, lees.

2. Same as kokiʻo, a native hibiscus.",1
13024,makua,makua,"Parent, any relative of the parents' generation, as uncle, aunt, cousin; progenitor; Catholic father; main stalk of a plant; adult; full-grown, mature, older, senior. Fig., benefactor, provider, anyone who cares for one; the Lord (God).",1
13025,mākua,mākua,"1. Plural of makua. (PNP maatuʻa.)

2. Same as kūnehi, sunfish.",1
13026,mākuʻa,mākuʻa,"Var. of mākuʻe, dark brown, dark red.",1
13027,makua aliʻi,makua aliʻi,"Progenitor, patriarch, head of a tribe.",1
13028,makualiʻi,makualiʻi,See makua aliʻi,1
13029,makuahine,makuahine,"Mother, aunt, female cousin or relative of parents' generation. Lit., female parent.",1
13030,makuwahine,makuwahine,See makuahine,1
13031,mākuahine,mākuahine,Plural of makuahine. (PCP maatuʻa wahine.),1
13032,makuahine hanauna,makuahine hanauna,Female cousin of the parents' generation.,1
13033,makuahine kōlea,makuahine kōlea,Stepmother.,1
13034,makuahine makua,makuahine makua,"Aunt who is older sister or cousin of the father or mother. Lit., older mother.",1
13035,makuahine ʻōpio,makuahine ʻōpio,"Aunt who is younger sister of the father or mother. Lit., young mother.",1
13036,makuahine papakema,makuahine papakema,Godmother.,1
13037,makuahōnōwai,makuahōnōwai,Rare. var. of makuahūnōai.,1
13038,makuahūnōai,makuahūnōai,"Parent-in-law; uncle- or aunt-in law; cousin of parent-in-law (sex may be designated by addition of kāne, male, or wahine, female).",1
13039,makahūnōwai,makahūnōwai,See makuahūnōai,1
13040,makua kāne,makua kāne,"Father, uncle, male cousin of parents' generation.",1
13041,mākua kāne,mākua kāne,Plural of makua kāne.,1
13042,makua kāne hanauna,makua kāne hanauna,Male cousin of the parents' generation.,1
13043,makua kāne kōlea,makua kāne kōlea,Stepfather.,1
13044,makua kāne makua,makua kāne makua,Uncle who is older brother or cousin of the father or mother.,1
13045,makua kāne ʻōpio,makua kāne ʻōpio,Uncle who is younger brother of the father or mother.,1
13046,makua kāne papakema,makua kāne papakema,Godfather.,1
13047,Makua-kaʻūmana,Makuakaʻūmana,"Name of a star, said to be in the Kaulua constellation.",1
13048,makuakeahu,makuakeahu,Spirit of a living person.,1
13049,makua kōlea,makua kōlea,Stepparent.,1
13050,mākuakua,mākuakua,"1. Redup. of makua; aged, old.

2. Coarse, thick, as cloth; furrowed, as plowed land.

3. A variety of grass.

4. Young of mākua, a fish.",1
13051,mākuʻakuʻa,mākuʻakuʻa,Same as mākuʻekuʻe 1.,1
13052,makualiʻi,makualiʻi,Same as makua aliʻi.,1
13053,makua lua,makua lua,Very old. (For. 6:400.),1
13054,makua mea keiki,makua mea keiki,A person who has children; mother and child.,1
13055,makua-o-ka-limu-kohu,makuaokalimukohu,"A seaweed. Lit., parent of the limu kohu.",1
13056,makua-o-ka-līpoa,makuaokalīpoa,Sponge crab. Cf. kumulīpoa.,1
13057,makua papakema,makua papakema,Godparent.,1
13058,makua ʻuhane,makua ʻuhane,"Spiritual father, Catholic priest.",1
13059,makua wahine,makua wahine,Old spelling for makuahine.,1
13060,mākuʻe,mākuʻe,"1. Dark brown, any dark color.

2. Frown, scowl; to frown, scowl.

3. A native fern (Elaphoglossum hirtum var.",1
13061,mākuʻekuʻe,mākuʻekuʻe,"1. Redup. of mākuʻe 1, 2.

2. Bunch grass.

3. Same as ʻālinalina. Molokaʻi.",1
13062,mākuʻe lau liʻi,mākuʻe lau liʻi,"A small native fern (Grammitis hookeri), with narrow, unbranched fronds 8 to 24 cm long, clothed with dark-red hairs. Lit., small-leaved mākuʻe.",1
13063,makuʻi,makuʻi,"Joint, joining. Rare.",1
13064,makuika,makuika,Marquis. Eng.,1
13065,makuisa,makuisa,See makuika,1
13066,makukana,makukana,Boxfish (Lactoria fornasini).,1
13067,mākūkoaʻe,mākūkoaʻe,"Tropic bird phantom, a poetic name for death and the spirit of death; to hover, of this bird; also similar to akua hoʻounauna.",1
13068,mākūkū,mākūkū,Redup. of mākū 1.,1
13069,Makula,Makula,Saturn.,1
13070,makule,makule,"Aged, elderly, old, of people. Cf. ʻelemakule, old man.",1
13071,makulu,makulu,"1. Var. of nakulu.

2. Saturn.",1
13072,mākulukulu,mākulukulu,"1. Redup. of makulu 1.

2. Saturn.",1
13073,mākuma,mākuma,Same as hākuma.,1
13074,mākumakū,mākumakū,"Redup. of mākū; thick, heavy.",1
13075,mākumakuma,mākumakuma,Redup. of mākuma.,1
13076,makuʻu,makuʻu,"1. Topknot of hair; pommel, horn, of a saddle; end pieces of a canoe; neck cut on the stern end of a canoe hull hewn in the mountains, to which a rope was fastened for dragging the canoe to the sea.

2. Bundle, as of white tapa fastened to ridgepole during certain ceremonies. (Malo 171.)

3. Uncontrollable bowel discharge, as after eating great quantities of wolu (walu), a fish; to have such discharge.",1
13077,makuwahine,makuwahine,Var. spelling of makuahine.,1
13078,mala,mala,"1. Aching, as after unaccustomed exercise; stiff and sore, bruised. See mamala.

2. Sour, as fermented sweet potatoes, insipid. See mamala.

3. Same as ʻāhui, bunch, as of bananas.",1
13079,māla,māla,"Garden, plantation, patch, cultivated field, as māla ʻai, māla kalo, māla kō, māla kūlina.",1
13080,mālaʻai,mālaʻai,"Taro patch, food garden or plantation.",1
13081,Malae,Malae,Malaya; Malay. Eng.,1
13082,-malae,malae,"See ""hoʻomalae"":  To feign friendship.",1
13083,mālaʻe,mālaʻe,"Clear, calm; clear of weeds, as a field; serene, as a cloudless sky. Cf. laʻe, kālaʻe.",1
13084,Malaea,Malaea,Same as Malaia. (Kep. 67.),1
13085,mālaʻea,mālaʻea,Pas/imp. of mālaʻe.,1
13086,mālaʻelaʻe,mālaʻelaʻe,Redup. of mālaʻe.,1
13087,mālahi,mālahi,Short for maʻalahi.,1
13088,malahia,malahia,"Pas/imp. of mala 1, 2. (PNP ma(a)lasia.)",1
13089,malai,malai,Var. of palai 2.,1
13090,malaia,malaia,"1. Pas/imp. of mala 2; soured, a sour disposition, crosspatch.

2. Malay, Malaya, Malaysia. Eng.",1
13091,malaila,malaila,See laila.,1
13092,mālailena,mālailena,"1. Bitter, sour; sour or disagreeable disposition (For. 6:502).

2. A kind of ʻahi, a fish.",1
13093,Malailua,Malailua,"1. Name of a strong, blustering wind at Nuʻu-anu; to blow, of this wind.

2. Hornless goat or cow (said to be named for a particular goat at Kona, Hawaiʻi). (AP)",1
13094,malaioa,malaioa,"Broken into small or minute particles, as dust. Rare.",1
13095,malaka,malaka,Mulatto. Eng.,1
13096,malakeke,malakeke,Molasses. Eng.,1
13097,Malaki,Malaki,March. Eng.,1
13098,malakia,malakia,Rare. var. of malahia.,1
13099,malakile,malakile,Martyr.,1
13100,maratire,maratire,See malakile,1
13101,māla lāʻau huaʻai,māla lāʻau huaʻai,Orchard.,1
13102,mālalaioa,mālalaioa,"1. A thin person; thin. See ex., wilimoʻo.

2. Person skilled in trade or occupation. (Malo 194, 201.) Rare.",1
13103,Malalei,Malalei,Stroke in lua fighting.,1
13104,malalo,malalo,See lalo.,1
13105,mala lua,mala lua,Aching greatly.,1
13106,malama,malama,"1. Light, month, moon.rama, malama.)

2. Perhaps.",1
13107,mālama,mālama,"1. To take care of, tend, attend, care for, preserve, protect, beware, save, maintain; to keep or observe, as a taboo; to conduct, as a service; to serve, honor, as God; care, preservation, support, fidelity, loyalty; custodian, caretaker, keeper. Cf. makemake, mālama hale, mālama hele, mālama moku, mālama pūʻolo, pālama 1.

2. Pancreas.

3. Stroke in lua fighting. See below.",1
13108,mālama hale,mālama hale,"Custodian of a house, janitor, housekeeper.",1
13109,mālama hele,mālama hele,To take constant care of.,1
13110,Mālama-i-haneʻelekia,Mālamaihaneʻelekia,Unidentified star. (Johnson and Mahelona 44.),1
13111,Malamaiku,Malamaiku,"Unidentified star, pronunciation uncertain. (Johnson and Mahelona 44.)",1
13112,Mālama-ka-ʻōpua-hiki,Mālamakaʻōpuahiki,"Stroke in lua fighting. Lit., the rising cloud bank preserves.",1
13113,Mālama-kūʻē,Mālamakūʻē,"Stroke in lua fighting. Lit., watch opposition.",1
13114,Mālama-kūloko,Mālamakūloko,"A stroke in lua fighting. Lit., watch within.",1
13115,Mālama-kūwaho,Mālamakūwaho,"A stroke in lua fighting. Lit., watch without.",1
13116,malamala,malamala,"Redup. of mala 1, 2.",1
13117,mālamalama,mālamalama,"1. Redup. of malama 1; light of knowledge, clarity of thinking or explanation, enlightenment; shining, radiant, clear.

2. See ""Coris ballieui"": , a fish; the name may be qualified by the colors ʻula and uli.

3. Star name, no data. (Kuhelani.)",1
13118,Mālamalama-iki,Mālamalamaiki,"Wind associated with Ke-ālia, Kauaʻi. (For. 5:97.)",1
13119,mālama moku,mālama moku,Mate of a ship.,1
13120,mālama ola,mālama ola,To support financially; means of livelihood.,1
13121,mālama pipi,mālama pipi,"To work with cattle, as a cowboy; one who does so.",1
13122,mālama puka,mālama puka,"Doorkeeper, sergeant-at-arms.",1
13123,mālama pūolo,mālama pūolo,"Keeper of bundles, especially for objects used in sorcery; to keep such bundles.",1
13124,mālama waihona puke,mālama waihona puke,Librarian.,1
13125,mālama waiwai,mālama waiwai,"Trustee, executor. See ex., lawe 1.",1
13126,malana,malana,Same as manana.,1
13127,mālana,mālana,"1. Buoyant, light; to float, as canoes; to move together, as people; unsteady, shallow-rooted.

2. Name of a star.",1
13128,Malanai,Malanai,"Name of a gentle breeze associated with Kōloa, Kauaʻi, Hāna, Maui (For. 5:97), and Kai-lua, Oʻahu.",1
13129,mālānai,mālānai,"1. Similar to pānānai, shallow; undisturbed, serene.

2. Loosely drawn, as a cord. (For. 6:481.)",1
13130,mālanalana,mālanalana,Redup. of mālana 1.,1
13131,malanaʻopi,malanaʻopi,"Unstable, about to collapse. Rare.",1
13132,mālani,mālani,"Sketchy, not deep, superficial, as of knowledge, emotion, a sore; obvious or plain rather than profound; mild, as of sickness.",1
13133,malaʻo,malaʻo,"Same as laʻo 1; aggravating, annoying. Rare.",1
13134,malāoa,malāoa,"Sad, sorrowful; moping over one's woes. Rare.",1
13135,mālaʻolaʻo,mālaʻolaʻo,"1. Redup. of malaʻo.

2. Twilight. Rare.",1
13136,māla pua,māla pua,Flower garden.,1
13137,malau,malau,"1. Canoe bait carrier, some two or three fathoms long, with holes pierced in the sides and bottom to admit water, as used for bonito fishing.

2. Calm, as the sea. Rare.

3. Spoiled, decomposed, as meat or fish. Rare.",1
13138,-malau,malau,"See ""hoʻomalau"":  Skeptical, unbelieving, irreverent.",1
13139,malauea,malauea,Lazy.,1
13140,mālaulau,mālaulau,"To trade, peddle. Rare. Cf. maʻauʻauwā.",1
13141,malaulauā,malaulauā,"Same as maʻauʻauā, to peddle.",1
13142,malaulauwā,malaulauwā,See malaulauā,1
13143,māla waina,māla waina,"Vineyard. Lit., grape garden.",1
13144,male,male,"1. Phlegm, mucus from lungs or throat.

2. Young uhu, a fish. Also ʻōmale.

3. Also mare nvt. Marriage, matrimony, wedding; to marry, mate. Eng. Male ʻole, unmarried, single.

4. A card game.",1
13145,mālehulehu,mālehulehu,"Rare. var. of mōlehulehu, twilight.",1
13146,mālei,mālei,"1. Short for maiʻa mālei.

2. Legendary fish guardian, Makapuʻu to Hanauma, Oʻahu.",1
13147,maleiʻia,maleiʻia,To be decked with leis.,1
13148,maleila,maleila,"Common pronunciation of malaila, but not so written.",1
13149,mālei ʻula,mālei ʻula,Same as maiʻa mālei ʻula.,1
13150,Maleka,Maleka,"1. America. Eng. See ex., lohi 2.

2. Mars. Eng.",1
13151,Mareka,Mareka,See Maleka,1
13152,malela,malela,"Lazy, idle.",1
13153,malele,malele,"Scattered here and there, spreading here and there, unsystematic, haphazard, irregular.",1
13154,mālena,mālena,"1. Ashes used as medicine, as of bamboo or makaloa reed.

2. Tight, taut.

3. Yellow.

4. Same as ʻōlena, turmeric.",1
13155,mālenalena,mālenalena,"Redup. of mālena 2, 3.",1
13156,maleʻole,maleʻole,"Unmarried, single.",1
13157,maleuō,maleuō,"Rough, as the sea. Rare.",1
13158,maleuwō,maleuwō,See maleuō,1
13159,malewa,malewa,"To sway, move to and fro, pass by; passer-by.",1
13160,mālewa,mālewa,"Net mesh wide enough for the entire hand to pass through. Cf. māhā, mahae.",1
13161,mali,mali,"1. To flatter, soothe, persuade with soft words, cajole, speak gently (less common than hoʻomalimali).

2. To tie, as bait to a hook, hook to a line, feathers to a lei, or the end of a rope so that it will not unravel; a string used for such purposes.",1
13162,malia,malia,"1. Pas/imp. of mali 2.

2. Perhaps, maybe (usually followed by o or paha).",1
13163,mālia,mālia,Rare. var. of mālie.,1
13164,maliʻa,maliʻa,"1. Same as malia 2.

2. To recollect, recall. Cf. hāliʻa.",1
13165,mālie,mālie,"Calm, quiet, serene, pacific, still, silent, tranquil, gentle, gradual; calmly, slowly, softly, quietly.",1
13166,mālielie,mālielie,Redup. of mālie.,1
13167,-malihia,malihia,"See ""hoʻomalihia"":  Pas/imp. of mali 2.",1
13168,malihini,malihini,"Stranger, foreigner, newcomer, tourist, guest, company; one unfamiliar with a place or custom; new, unfamiliar, unusual, rare, introduced, of foreign origin; for the first time.",1
13169,māliʻi,māliʻi,Var. of mālili.,1
13170,-maliko,maliko,"See ""hoʻomaliko"":  To refuse respect, discredit (AP)",1
13171,māliko,māliko,"1. To bud, as leaves.

2. Transparent, as small fish of some species, as manini; a stage of growth of fish. Cf. ʻōhua liko.",1
13172,malila,malila,"1. Ghostly, shadowy.

2. Common pronunciation of malaila, there, but not so written.",1
13173,mālili,mālili,"1. Blighted, blasted, withered, stunted, as fruits.

2. Rare. var. of maʻalili, cooled, calmed.",1
13174,malimali,malimali,Same as mali 1.,1
13175,malina,malina,"1. Calming, soothing. See mali 1.

2. Sisal (Agave sisalana; Furcrae foetida on Niʻihau), a tropical American plant grown for its fiber; used for rope, twine, hula skirts. The plant forms a huge rosette of stiff, straight leaves (1.8 m by 15 cm). It is called malina because marine ropes were made from it; Cf. malina 4. (Neal 224–5.)

3. To splice, as rope.

4. Also marina nvs. Marine. Eng.",1
13176,malino,malino,"Calm, quiet, peaceful, pacific, as the sea; smooth, as ironing nicely done or as a canoe with a smooth finish; unwrinkled.",1
13177,mālinolino,mālinolino,Redup. of malino.,1
13178,maliʻo,maliʻo,"1. Dawn light, twilight, especially as it pierces the shadows of night. But Cf. .

2. A mythical woman. See kahua o Maliʻo.",1
13179,mālipolipo,mālipolipo,"Shady; deep, dark shade.",1
13180,maliu,maliu,"1. To heed, give attention, listen, look upon with favor, turn toward.

2. Name of a star.",1
13181,maliʻu,maliʻu,"1. Well salted. Fig., seasoned with wisdom.

2. Depth of tone; deep tone or sound, of the human voice.",1
13182,malo,malo,"1. Male's loincloth; chant in praise of a chief's loincloth.

2. Leaf sheath that protects the young leaves of the breadfruit tree, sometimes called malo ʻulu.",1
13183,malō,malō,Var. of maloʻo.,1
13184,mālō,mālō,"Taut, firm, straight.",1
13185,māloʻeloʻe,māloʻeloʻe,"1. Tired, exhausted; stiff or aching, as from unaccustomed exercise. Also loʻeloʻe.

2. Taut, firm, as a rope. See ex., kolia 2.",1
13186,malohāhā,malohāhā,Same as maloʻohāhā.,1
13187,malohi,malohi,"Drowsy, sleepy, sluggish.",1
13188,mālohilohi,mālohilohi,"Redup. of malohi. (PCP malo(f,s)ilo(f,s)i.)",1
13189,māloʻi,māloʻi,"To well up, of tears in the eyes; to form puddles, pools.",1
13190,maloka,maloka,"Skeptical, unbelieving.",1
13191,malo kai,malo kai,"Loincloth worn in the sea; to wear a loin-cloth in the sea, i.e., to go swimming or fishing; poetic name for the sea, which acts as malo for the bather.",1
13192,malo kea,malo kea,"White loincloth, an epithet for a female priest enjoying masculine privileges and exemption from female taboos; in particular she might enter the heiau temple where female deities were worshipped.",1
13193,malolo,malolo,"1. To rest, pause, adjourn; adjournment, pause.

2. Low, of a tide.",1
13194,mālolo,mālolo,"1. General term for Hawaiian flying fishes (Parexocoetus brachypterus and others). This name may be qualified by the terms ʻēheu lā, ʻēheu ʻula, and hāpuʻu. Fig., fickle person who leaps from mate to mate. Cf. puhikiʻi, wauke mālolo.

2. See kaunaʻoa mālolo.

3. An ancient type of tapa (no data).",1
13195,mālōlohi,mālōlohi,Same as mālohilohi.,1
13196,mālolohia,mālolohia,Pas/imp. of mālōlohi.,1
13197,maloʻo,maloʻo,"Dry, dried up, evaporated, juiceless, desiccated; stale, as bread; drought, dryness.",1
13198,maloʻohāhā,maloʻohāhā,"Very dry, as some turkey meat; desiccated, arid, Fig., cold, devoid of animation or expression.",1
13199,Malo-o-Līloa,MalooLīloa,Same as Ka-malo-o-Līloa.,1
13200,malo wai,malo wai,"A loincloth wet in fresh water; it was taboo to appear in a chief's presence in such disrespectful array, and death was said to be a penalty.",1
13201,malu,malu,"1. Shade, shelter, protection, peace, control, strength (Kanl. 33.25); shaded, peaceful, quiet, safe; 
protected by taboo; reserved, held apart; taboo; the stillness and awe of taboo.

2. Name recorded by Gosline for sidespot goatfish, Parupeneus pleurostigma.",1
13202,malū,malū,"Secretly, confidentially, clandestinely, illegally, stealthily, furtive.",1
13203,mālua,mālua,"1. Net mesh large enough to admit the entrance of two fingers; a net of such a mesh; two-ply. Cf. mākahi.

2. Sea breezes, famous in song. See ex., below.

3. Depression or cavity, planting hole. (AP)",1
13204,maluā,maluā,"Same as moloā, lazy.",1
13205,Mālua Hele,Mālua Hele,"Wind, well known on Kauaʻi, said to blow from the northwest. Lit., traveling Mālua.",1
13206,Mālua Kele,Mālua Kele,"Trade wind, as on north Kauaʻi. Lit., damp Mālua.",1
13207,Mālua Kiʻi Wai,Mālua Kiʻi Wai,"Sea breeze accompanied by showers, known at Hilo. Lit., Mālua fetching water. Also Huehu, Mālualua Kiʻi Wai. Mālua Kiʻi Wai ke aloha, hoʻopulu i ka liko māmane (song), greetings to the water-fetching Mālua breeze, bringing moisture to the māmane buds.",1
13208,mālualua,mālualua,"1. Rough, bumpy, uneven, full of ruts or puddles. Cf. lua, hole.

2. North wind, known at Maui, Molokaʻi, and Oʻahu. See ex., pāhili.",1
13209,māluaʻula,māluaʻula,Type of tapa stained with dye made of kukui bark.,1
13210,maluhā,maluhā,Mallow bush. (Ioba 30.4.),1
13211,maluhi,maluhi,"Same as māluhiluhi; dull, sleepy. Also molohi.",1
13212,maluhia,maluhia,"Peace, quiet, security, tranquillity, serenity; safety; solemn awe and stillness that reigned during some of the ancient taboo ceremonies; peaceful, restful.",1
13213,māluhiluhi,māluhiluhi,"Tired, weary; worn out; tiresome, wearisome, fatiguing.",1
13214,Malu-koʻi,Malukoʻi,"Name of a rain associated with Kaha-luʻu, Oʻahu. (Elbert and Mahoe 61.)",1
13215,malu koʻi,malu koʻi,"Services for consecrating (malu) adzes to be used for cutting ʻōhiʻa logs for images or canoes (also malu ʻōhiʻa); people engaged in such services. (Kam. 76:146.) See haku ʻōhiʻa, kapu ʻōhiʻa kō. Fig., shadow of death, deep gloom or shade (PH 25, ). Lit., adze taboo.",1
13216,Malu-lani,Malulani,"Name of a star. Lit., celestial shade.",1
13217,malule,malule,"Limp, weak, flexible; soft and fragile, as some eggshells. Cf. haʻi malule, hāpai malule.",1
13218,mālulelule,mālulelule,Redup. of malule.,1
13219,malulu,malulu,"Pool that never dries up. (AP) Cf. lulu, sheltered.",1
13220,malu make,malu make,Shadow of death. (Ioba 24.17.),1
13221,malumalu,malumalu,"Redup. of malu; shelter or protection of any kind, often humble; shady.",1
13222,malumaluhia,malumaluhia,Redup. of maluhia.,1
13223,maluna,maluna,See luna.,1
13224,malu ʻōhiʻa,malu ʻōhiʻa,Taboo ceremonies when an ʻōhiʻa tree was cut to be carved into images; the log itself. (Kam. 76:136.) Cf. malu koʻi.,1
13225,mama,mama,"To chew, masticate (but not swallow; Cf. nau).",1
13226,māmā,māmā,"1. Fast, nimble, speedy of movement, quick, brisk, swift; to hasten, hurry.

2. Light, of weight. Fig., eased of pain, ache, or distress.

3. Mama, mother.",1
13227,mamae,mamae,"Redup. of mae; sickly, listless; weakening or withering effect of pain; wan or pale, as after illness; crestfallen, as after enthusiasm is squelched.",1
13228,mamaiki,mamaiki,See pūpū mamaiki.,1
13229,mamaka,mamaka,"1. To put forth buds, to bud; green.

2. A variety of kava. (HP 202.)",1
13230,māmaka,māmaka,"1. Horizontal carrying stick, borne over the shoulders; to carry this stick.

2. A game: one person grasps his own ankles from the back; others stick a māmaka pole between his arms and his back and carry him, as they would a bundle. A more difficult variant is that one person may attempt to carry two persons single-handed.

3. Bearer, traveler.",1
13231,māmakakaua,māmakakaua,"Company of warriors. Lit., carriers of war. Cf. ʻAhahui Māmakakaua.",1
13232,mamakawalu,mamakawalu,"Redup. of makawalu. He mamakawalu lākou i loko o ʻĪ (chant), they are many in the ʻĪ family.",1
13233,mamake,mamake,"1. Redup. of make 1; to die, of several; to wilt, wither, of plants.

2. Colloquial for makemake, to want, like.",1
13234,māmaki,māmaki,"Small native trees (Pipturus spp.) with broad white-backed leaves and white mulberry-like fruit; the bark yielded a fiber valued for a kind of tapa, similar to that made from wauke but coarser. Often misspelled mamake. (Neal 318–9.) Also waimea. See ex., wale 1.",1
13235,mamala,mamala,"Redup. of mala 1, 2. See ex., puʻu lele.",1
13236,māmala,māmala,"1. Fragment, splinter, chip, piece.

2. Stroke, as of paddle or of war club.

3. Old name of Honolulu harbor.",1
13237,mamalahia,mamalahia,"Sour, as poi.",1
13238,Māmala hoa,Māmala hoa,"Var. of Māmala-hoe. Lit., club stroke.",1
13239,Māmala-hoe,Māmalahoe,"Name of a particular company of warriors of Ka-mehameha and the name of Kamehameha's famous law of the splintered paddle (lit., paddle fragment) which guaranteed the safety of the highways to all, as women, children, sick, and aged; the law was so called because it was said to have been formulated after Ka-mehameha had been struck on the head with a paddle while his foot was trapped in a crevice. The law is often called Māmala hoa. According to one account (Thrum, 1906, 81–6) Ka-mehameha threw a stone at two attackers; it hit a noni tree, pierced one of the attackers and hit a precipice where it is still lodged.",1
13240,māmalaʻōlelo,māmalaʻōlelo,"Sentence, clause, phrase. Lit., speech fragment.",1
13241,mamali,mamali,"1. Redup. of mali

2. Young stage of ʻōʻio, a fish.",1
13242,mamalihini,mamalihini,"Redup. of malihini; not well acquainted, somewhat unaccustomed to or unfamiliar with. See ex., polepole 2.",1
13243,māmalu,māmalu,"1. Redup. of malu; protection, defense, shade, covering; protected, shaded.

2. Umbrella, parasol.

3. Type of mushroom.",1
13244,mamamake,mamamake,"Redup. and intensifier of make 1, to die, of very many, as in a disaster; more deaths than mamake.",1
